"model"	"type_id"	"id"	"kategorie"	"rodina"	"typ"	"t_aed_klasifikace"	"t_aed_system"	"t_oznaceni_typu"	"t_popis"
TERN_1201_DSP_D11_SO01_FAC	"3084172"	"3172004"	Panely obvodového pláště	BA_blinds box	BA_blinds box	TZKO	OV	"05"	Fasádní zateplovací systém 200 mm + kovový panel na roštu + žaluzie
TERN_1201_DSP_D11_SO01_FAC	"3880859"	"3879871"	Panely obvodového pláště	BA_blinds box_TERRACE FAKE	BA_blinds box_TERRACE FAKE	TZKO	VOO	"02"	Fasádní zateplovací systém 200 mm + kovový panel na roštu
TERN_1201_DSP_D11_SO01_FAC	"3390108"	"3172361"	Panely obvodového pláště	BA_blinds box_TOP FLOOR	BA_blinds box_TOP FLOOR	TZKO	VOO		Fasádní zateplovací systém 200 mm + kovový panel na roštu + žaluzie
TERN_1201_DSP_D11_SO01_FAC	"3827784"	"3280481"	Panely obvodového pláště	BA_blinds box_TOP FLOOR_B	BA_blinds box_TOP FLOOR_B	TZKO	VOO		Fasádní zateplovací systém 200 mm + kovový panel na roštu + žaluzie
TERN_1201_DSP_D11_SO01_FAC	"2281845"	"3967424"	Dveře	BA_Door_IntDbl	Corridor_glazed_2000x2100	VOE	D	"46"	Dveře jednokřídlé
TERN_1201_DSP_D11_SO01_FAC	"1936859"	"3972029"	Dveře	BA_Door_IntSgl	Escape_1000x2100	VOE	D	"31"	Dveře jednokřídlé
TERN_1201_DSP_D11_SO01_FAC	"1936861"	"3970209"	Dveře	BA_Door_IntSgl	Escape_1100x2100	VOE	D	"32"	Dveře jednokřídlé + povrchová úprava perforovaný kovový panel
TERN_1201_DSP_D11_SO01_FAC	"4224195"	"3971954"	Dveře	BA_Door_IntSgl	Escape_1100x2100_ZASTENA	STE	D	"62"	Dveře jednokřídlé + povrchová úprava perforovaný kovový panel
TERN_1201_DSP_D11_SO01_FAC	"3645488"	"3645545"	Dveře	BA_doors_garage	BA_doors_garage	VOE	VOO	"61"	Garážové vrata - kovový povrch
TERN_1201_DSP_D11_SO01_FAC	"3031285"	"3171947"	Panely obvodového pláště	BA_GRC panel	BA_GRC panel	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3130106"	"3128682"	Panely obvodového pláště	BA_GRC panel - framing	BA_GRC panel - framing	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3382292"	"3382342"	Panely obvodového pláště	BA_GRC panel - framing_ATTIC	BA_GRC panel - framing_ATTIC	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3804633"	"3425744"	Panely obvodového pláště	BA_GRC panel - framing_ATTIC B	BA_GRC panel - framing_ATTIC B	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3892747"	"3383182"	Panely obvodového pláště	BA_GRC panel - framing_ATTIC C	BA_GRC panel - framing_ATTIC C	STE	SLADBA		Vz. m. 362mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3468070"	"3473335"	Panely obvodového pláště	BA_GRC paneL_600	BA_GRC paneL_600	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"4100695"	"4099653"	Panely obvodového pláště	BA_GRC paneL_corner terrace	BA_GRC paneL_corner terrace	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3100306"	"3105858"	Panely obvodového pláště	BA_GRC rhymes_2700	BA_GRC rhymes_2700	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobeton 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3328649"	"3327288"	Panely obvodového pláště	BA_GRC rhymes_2700_PLASTER	BA_GRC rhymes_2700_PLASTER	STE	SKLADBA		Fasádní zateplovací systém 265 mm + ext. omítka 25 mm
TERN_1201_DSP_D11_SO01_FAC	"3123431"	"3124520"	Panely obvodového pláště	BA_GRC rhymes_3000	BA_GRC rhymes_3000	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobeton 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3170802"	"3261115"	Panely obvodového pláště	BA_GRC_corner typical	BA_GRC_corner typical	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3808242"	"3425767"	Panely obvodového pláště	BA_GRC_corner typical_ATTIC	BA_GRC_corner typical_ATTIC	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3352796"	"3352946"	Panely obvodového pláště	BA_GRC_corner typical_FRONT	BA_GRC_corner typical_FRONT	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"4224103"	"3431981"	Panely obvodového pláště	BA_GRC_corner typical_FRONT_B	BA_GRC_corner typical_FRONT_B				Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3270171"	"3315464"	Panely obvodového pláště	BA_GRC_corner typical_PARTER	BA_GRC_corner typical_PARTER	STE	SKLADBA		Fasádní zateplovací systém 200 mm + vz. m. 162mm + sklováknobetonový obklad 13 mm
TERN_1201_DSP_D11_SO01_FAC	"3500669"	"3493090"	Panely obvodového pláště	BA_LOP_panel_1100	BA_LOP_panel_1100	LOP	SOUC	"02"	Tep. i. 200 mm + hliníkový panel
TERN_1201_DSP_D11_SO01_FAC	"3477901"	"3454916"	Panely obvodového pláště	BA_LOP_shadowgap	BA_LOP_shadowgap	LOP	SOUC		Nika - tep. i. + hliníkový povrch
TERN_1201_DSP_D11_SO01_FAC	"3506236"	"3494014"	Panely obvodového pláště	BA_LOP_shadowgap_150	BA_LOP_shadowgap_150	LOP	SOUC		Nika - tep. i. + hliníkový porvch
TERN_1201_DSP_D11_SO01_FAC	"4115387"	"4137037"	Obecné modely	BA_okoli_EA	BA_okoli_EA				
TERN_1201_DSP_D11_SO01_FAC	"4098701"	"4098703"	Obecné modely	BA_okoli_NO	BA_okoli_NO				
TERN_1201_DSP_D11_SO01_FAC	"3811772"	"3814566"	Obecné modely	BA_parapet jih	BA_parapet jih	OBKL2	SKLADBA		
TERN_1201_DSP_D11_SO01_FAC	"3190816"	"3191500"	Panely obvodového pláště	BA_plaster panel	BA_plaster panel	STE	SKLADBA		Fasádní zateplovací systém 265 mm + ext. omítka 25 mm
TERN_1201_DSP_D11_SO01_FAC	"4183672"	"3199538"	Panely obvodového pláště	BA_plaster parapet	BA_plaster parapet				
TERN_1201_DSP_D11_SO01_FAC	"4096826"	"4097765"	Obecné modely	BA_tree_elevation	BA_tree_elevation				
TERN_1201_DSP_D11_SO01_FAC	"4094403"	"4094405"	Obecné modely	BA_WE	BA_WE				
TERN_1201_DSP_D11_SO01_FAC	"3667344"	"3505341"	Okna	BA_window front_450x2925	BA_window front_450x2925	LOP	SOUC	"63"	Otevírka
TERN_1201_DSP_D11_SO01_FAC	"3465630"	"3464485"	Okna	BA_window typical_1050x3000	BA_window typical_1050x3000	VOE	OK	"62"	okenní modul + bez otevírky
TERN_1201_DSP_D11_SO01_FAC	"4165695"	"4056047"	Okna	BA_window typical_1600x2675	BA_window typical_1600x2675	LOP	SOUC	"64"	okenní modul + otevírka
TERN_1201_DSP_D11_SO01_FAC	"3193708"	"4190029"	Okna	BA_window typical_1650x2150	BA_window typical_1650x2150	VOE	VOO	"61"	Okenní modul + otevírka + parapet + fasádní zateplovací systém 200 mm s ext. omítka 25 mm
TERN_1201_DSP_D11_SO01_FAC	"3054343"	"3171943"	Okna	BA_window typical_1650x3000	BA_window typical_1650x3000	VOE	OK		okenní modul + otevírka
TERN_1201_DSP_D11_SO01_FAC	"3117611"	"3171979"	Okna	BA_window typical_3050x3000	BA_window typical_3050x3000	VOE	OK	"60"	okenní modul + bez otevírky
TERN_1201_DSP_D12_SO01_SKR	"4210763"	"4210767"	Konstrukční sloupy	Betonový kruhový sloup	Pilota ø 900 mm	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4674460"	"4036309"	Konstrukční sloupy	Betonový obdélníkový sloup	"450 x 450mm"	KSL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4424994"	"3988902"	Konstrukční sloupy	Betonový obdélníkový sloup	"500 x 500mm"	KSL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4426282"	"4426238"	Konstrukční sloupy	Betonový obdélníkový sloup	"500 x 500mm pilir"	KSL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4422993"	"3985721"	Konstrukční sloupy	Betonový oválný sloup1	K_sl_zb_400x1220_pp_oval	KSL	ZB		
TERN_1201_DSP_D144_SO01_ESI	"6858686"	"6937095"	Tvarovky kabelové lávky	Busway SE Canalis KS - AE - Flange Feed Unit	Aluminium 4P 0400 A	KABT	SIL_LAV		Flange Feed Unit
TERN_1201_DSP_D144_SO01_ESI	"6868198"	"6884579"	Tvarovky kabelové lávky	Busway SE Canalis KS - ET - Straight Feeder	Aluminium 4P 0400 A	KABT	SIL_LAV		Straight Feeder
TERN_1201_DSP_D144_SO01_ESI	"6884034"	"6890913"	Elektrické vybavení	Busway SE Canalis Tap-off unit - KS offer - for circuit breaker	"0100 A - for modular devices"	KABZ	SIL		Tap-off Unit - KS offer - for circuit breaker
TERN_1201_DSP_D144_SO01_ESI	"6985720"	"6992732"	Zabezpečovací zařízení	CCTV_Kamery	Kamera BULET	KABK	ESL		Kamera
TERN_1201_DSP_D144_SO01_ESI	"6985716"	"6993280"	Zabezpečovací zařízení	CCTV_Kamery	Kamera DOME-strop	KABK	ESL		Kamera
TERN_1201_DSP_D143_SO01_VZT	"1782068"	"1810275"	Obecné modely	Cmp_AirHeater_Symbol	General				
TERN_1201_DSP_D143_SO01_VZT	"1782035"	"1810273"	Obecné modely	Cmp_Fan_Symbol	General				
TERN_1201_DSP_D143_SO01_VZT	"1782009"	"1810271"	Obecné modely	Cmp_HeatRecoveryUnit_Symbol	Rotation				
TERN_1201_DSP_D11_SO01_FAC	"3915524"	"3551512"	Panely obvodového pláště	Door_double	Door_double	LOP	SOUC		Dveře dvoukřídlé
TERN_1201_DSP_D11_SO01_FAC	"3973849"	"3564543"	Panely obvodového pláště	Door_single	Door_single	LOP	SOUC		Dveře jednokřídlé
TERN_1201_DSP_D11_SO01_FAC	"3997849"	"3904042"	Panely obvodového pláště	Door_single_structural_ESCAPE	Door_single_structural_ESCAPE	LOP	SOUC		Opakní zasklení
TERN_1201_DSP_D144_SO01_ESI	"6987615"	"7174152"	Komunikační zařízení	DT_Interkom	Interkom bez kamery s 6ti tlačítky	KABK	ESL		
TERN_1201_DSP_D11_SO01_ASR	"5622555"	"5622574"	Dveře	dveře celoskleněné bezrámové jednokřídlové	křídlo celoprosklené 900/2100, otvor 1000/2200	VOI	D	D.43	
TERN_1201_DSP_D11_SO01_ASR	"5031779"	"4438668"	Dveře	dveře vnitřní dvojkřídlové do obložkové zárubně	dveře dvojkřídlové plné 1200x2100 s obložkovou zárubní, příčka 150 mm	VOI	D	D.36	
TERN_1201_DSP_D11_SO01_ASR	"4240511"	"4120230"	Dveře	dveře vnitřní dvojkřídlové do obložkové zárubně	dveře dvojkřídlové plné 1400x2100 s obložkovou zárubní, příčka 150 mm	VOI	D	D.25	
TERN_1201_DSP_D11_SO01_ASR	"4962908"	"5034150"	Dveře	dveře vnitřní dvojkřídlové do obložkové zárubně	dveře dvojkřídlové plné 1600x2100 s obložkovou zárubní, příčka 150	VOI	D	D.35	
TERN_1201_DSP_D11_SO01_ASR	"5614863"	"5680048"	Dveře	dveře vnitřní dvojkřídlové do obložkové zárubně	dveře dvojkřídlové plné 1600x2300 s obložkovou zárubní, příčka 145 mm	VOI	D	D.42	
TERN_1201_DSP_D11_SO01_ASR	"5615740"	"4241027"	Dveře	dveře vnitřní dvojkřídlové do obložkové zárubně	dveře dvojkřídlové plné 1600x2300 s obložkovou zárubní, příčka 150	VOI	D	D.43	
TERN_1201_DSP_D11_SO01_ASR	"4113240"	"4113269"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 1000x2100 s obložkovou zárubní, příčka 100 mm	VOI	D	D.21	
TERN_1201_DSP_D11_SO01_ASR	"4583026"	"5089846"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 1000x2100 s obložkovou zárubní, stěna 250 mm 2	VOI	D	D.31	
TERN_1201_DSP_D11_SO01_ASR	"4438661"	"4126132"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 1100x2100 s obložkovou zárubní, příčka 150 mm	VOI	D	D.27	
TERN_1201_DSP_D11_SO01_ASR	"5113510"	"5239341"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 1100x2100 s obložkovou zárubní, stěna 200 mm	VOI	D	D.38	
TERN_1201_DSP_D11_SO01_ASR	"4581220"	"4581524"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 1100x2100 s obložkovou zárubní, stěna 250 mm	VOI	D	D.30	
TERN_1201_DSP_D11_SO01_ASR	"4014859"	"4014761"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 700x2100 s obložkovou zárubní, příčka 100 mm	VOI	D	D.19	
TERN_1201_DSP_D11_SO01_ASR	"4438636"	"4126414"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 700x2100 s obložkovou zárubní, příčka 150 mm	VOI	D	D.26	
TERN_1201_DSP_D11_SO01_ASR	"5652304"	"4113391"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 800x2100 s obložkovou zárubní, příčka 100 mm	VOI	D	D.44	
TERN_1201_DSP_D11_SO01_ASR	"4009732"	"4009753"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 800x2100 s obložkovou zárubní, příčka 150 mm	VOI	D	D.17	
TERN_1201_DSP_D11_SO01_ASR	"4112983"	"4112999"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 900x2100 s obložkovou zárubní, příčka 150 mm	VOI	D	D.20	
TERN_1201_DSP_D11_SO01_ASR	"5346800"	"5347071"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 900x2100 s obložkovou zárubní, stěna 240 mm	VOI	D	D.39	
TERN_1201_DSP_D11_SO01_ASR	"4589193"	"4589614"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	dveře plné 900x2100 s obložkovou zárubní, stěna 250 mm 2	VOI	D	D.32	
TERN_1201_DSP_D11_SO01_ASR	"4441569"	"4024857"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	INV dveře plné 800x2100 s obložkovou zárubní, příčka 150 mm	VOI	D	D.29	
TERN_1201_DSP_D11_SO01_ASR	"5045912"	"4127532"	Dveře	dveře vnitřní jednokřídlové do obložkové zárubně	INV dveře plné 800x2100 s obložkovou zárubní, příčka 200 mm	VOI	D	D.37	
TERN_1201_DSP_D11_SO01_ASR	"5590484"	"5590522"	Dveře	dveře vnitřní jednokřídlové do rámové zárubně	dveře vnitřní plné 800x2100 s rámovou zárubní tl. 145 mm	VOE	D	D.40	
TERN_1201_DSP_D144_SO01_ESI	"6958813"	"6992571"	Zabezpečovací zařízení	EKV_Čtečka	EKV_čtečka	KABK	ESL		
TERN_1201_DSP_D144_SO01_ESI	"6958811"	"7004519"	Zabezpečovací zařízení	EKV_Čtečka	EKV_čtečka_příprava	KABK	ESL		
TERN_1201_DSP_D144_SO01_ESI	"6992540"	"6992559"	Zabezpečovací zařízení	EKV_Elektro zámek	Elektromechanický zámek	KABK	ESL		
TERN_1201_DSP_D144_SO01_ESI	"7005694"	"7004525"	Zabezpečovací zařízení	EKV_Elektro zámek	Elektromechanický zámek-příprava	KABK	ESL		
TERN_1201_DSP_D144_SO01_ESI	"6931079"	"6931351"	Elektrické vybavení	Electrical_Switchgear_Schneider-Electric_MV-switchgear_SM6-24kV	GBC-A-Current  and/or voltage measurement unit	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6931067"	"6931109"	Elektrické vybavení	Electrical_Switchgear_Schneider-Electric_MV-switchgear_SM6-24kV	QM-Fuse switch combination Unit	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6903455"	"6903512"	Elektrické vybavení	Electrical_Transformers_Schneider-Electric_Trihal-Dry-Transformer_17.5kV-and-24kV_low-voltage (2020)	Trihal A0Ak 630 kVA	KABZ	SIL		Transformer
TERN_1201_DSP_D144_SO01_ESI	"6152894"	"7061564"	Elektroinstalační trubky	Elektroinstalační trubka s tvarovkami	Lineární teplotní detektor				
TERN_1201_DSP_D11_SO01_FAC	"12615"	"3100799"	Panely obvodového pláště	Empty System Panel	Empty	STE	SKLADBA		Prázdný panel
TERN_1201_DSP_D144_SO01_ESI	"6962245"	"7056809"	Požární poplachová zařízení	EPS_Bodový hlásič	APH v dutině podhledu s paralelní signalizací	KABK	EPS		Požární hlásič
TERN_1201_DSP_D144_SO01_ESI	"6962241"	"7051448"	Požární poplachová zařízení	EPS_Bodový hlásič	Multisenzorový hlásič	KABK	EPS		Požární hlásič
TERN_1201_DSP_D144_SO01_ESI	"7101829"	"7101844"	Požární poplachová zařízení	EPS_tabla+ústředna	Ovládací a zobrazovací panel CIP	KABK	EPS		
TERN_1201_DSP_D144_SO01_ESI	"7101833"	"7101857"	Požární poplachová zařízení	EPS_tabla+ústředna	Ústředna EPS	KABK	EPS		
TERN_1201_DSP_D144_SO01_ESI	"7049561"	"7049581"	Požární poplachová zařízení	EPS_Tlačítkový hlásič	Tlačítkový hlásič	KABK	EPS		Požární hlásič
TERN_1201_DSP_D144_SO01_ESI	"7079328"	"7098518"	Požární poplachová zařízení	ERO_mikrofonní stanice	Mikrofonní stanice	KABK	EPS		
TERN_1201_DSP_D144_SO01_ESI	"7070284"	"7101867"	Požární poplachová zařízení	ERO_ústředna	Ústředna ERO	KABK	EPS		
TERN_1201_DSP_D144_SO01_ESI	"6911157"	"6911173"	Elektrické vybavení	EXP_UPS_200kVA_400V_3Ph (2019)	E3MUPS200KHS	KABZ	SIL		Easy UPS 3M, 200kVA, 400V, 3Ph In 3Ph Out, UPS for external Batteries
TERN_1201_DSP_D144_SO01_ESI	"6009326"	"6911184"	Elektrické vybavení	EXP_UPS_Battery (2019)	E3MCBC10B	KABZ	SIL		Easy UPS 3M Classic Battery Cabinet with Battteries, IEC, 1000mm
TERN_1201_DSP_D11_SO01_FAC	"4102617"	"4102619"	Obecné modely	Generic Models 1	Generic Models 1				
TERN_1201_DSP_D11_SO01_ASR	"4983137"	"4987239"	Truhlářské výrobky	Hasící přístroj	Hasící přístroj	TZKO	OV		
TERN_1201_DSP_D11_SO01_ASR	"5963575"	"5963709"	Instalační zařizovací předměty	HL_Podlahova vpust_HL310NPrG-A-160411	HL310NPrG				Podlahové vpustě
TERN_1201_DSP_D144_SO01_ESI	"5350508"	"6941190"	Kabelové lávky	Kabelová lávka s tvarovkami	Kabelová lávka se žlabem	KABT	SIL_LAV	KZ02	
TERN_1201_DSP_D144_SO01_ESI	"7185724"	"6950810"	Kabelové lávky	Kabelová lávka s tvarovkami	Kabelová lávka se žlabem ESL	KABT	ESL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7185769"	"7128183"	Kabelové lávky	Kabelová lávka s tvarovkami	Kabelová lávka se žlabem MAR	KABT	MAR_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7185798"	"6893934"	Kabelové lávky	Kabelová lávka s tvarovkami	Kabelová lávka se žlabem SIL	KABT	SIL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7185743"	"6892210"	Kabelové lávky	Kabelová lávka s tvarovkami	Žebříková kabelová lávka ESL	KABT	ESL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7185756"	"6892212"	Kabelové lávky	Kabelová lávka s tvarovkami	Žebříková kabelová lávka ESL pož	KABT	ESL_PLAV		
TERN_1201_DSP_D144_SO01_ESI	"7185785"	"6892709"	Kabelové lávky	Kabelová lávka s tvarovkami	Žebříková kabelová lávka MAR	KABT	MAR_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7185818"	"6892158"	Kabelové lávky	Kabelová lávka s tvarovkami	Žebříková kabelová lávka SIL	KABT	SIL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7185645"	"6892170"	Kabelové lávky	Kabelová lávka s tvarovkami	Žebříková kabelová lávka SIL pož	KABT	SIL_PLAV		
