"model"	"type_id"	"id"	"kategorie"	"rodina"	"typ"	"t_aed_klasifikace"	"t_aed_system"	"t_oznaceni_typu"	"t_popis"
TERN_1201_DSP_D144_SO01_ESI	"7186074"	"7128425"	Tvarovky kabelové lávky	M_Horizontální křížení kanálů	Poloměr 300mm MAR	KABT	MAR_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186201"	"6894364"	Tvarovky kabelové lávky	M_Horizontální křížení kanálů	Poloměr 300mm SIL	KABT	SIL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186066"	"6950827"	Tvarovky kabelové lávky	M_Horizontální ohyb kanálu	Standardní ESL	KABT	ESL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186149"	"7128277"	Tvarovky kabelové lávky	M_Horizontální ohyb kanálu	Standardní MAR	KABT	MAR_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186339"	"6895013"	Tvarovky kabelové lávky	M_Horizontální ohyb kanálu	Standardní SIL	KABT	SIL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186058"	"6950945"	Tvarovky kabelové lávky	M_Horizontální spoj T kanálů	Poloměr 300mm ESL	KABT	ESL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186083"	"7128274"	Tvarovky kabelové lávky	M_Horizontální spoj T kanálů	Poloměr 300mm MAR	KABT	MAR_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186220"	"6894354"	Tvarovky kabelové lávky	M_Horizontální spoj T kanálů	Poloměr 300mm SIL	KABT	SIL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"4650262"	"7061584"	Tvarovky elektroinstalační trubky	M_Koleno elektroinstalační trubky, ocel	Standardní				
TERN_1201_DSP_D144_SO01_ESI	"7186916"	"7186135"	Tvarovky kabelové lávky	M_Redukce kanálu	Standardní MAR	KABT	MAR_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7186920"	"7186207"	Tvarovky kabelové lávky	M_Redukce kanálu	Standardní SIL	KABT	SIL_LAV		
TERN_1201_DSP_D144_SO01_ESI	"7041520"	"7047249"	Elektrická tělesa	MaR značka	MaR ovládaná technologie UTCH	KABK	MAR		
TERN_1201_DSP_D144_SO01_ESI	"7041518"	"7047281"	Elektrická tělesa	MaR značka	MaR ovládaná technologie VZT	KABK	MAR	"21"	
TERN_1201_DSP_D144_SO01_ESI	"7145553"	"7145473"	Elektrická tělesa	MaR_box IRC	Box s IRC regulátorem			"4"	
TERN_1201_DSP_D144_SO01_ESI	"7041515"	"7135139"	Elektrická tělesa	MaR_Rozvaděče	Rozvaděč MAR_600x2000x400	KABZ	MAR		
TERN_1201_DSP_D11_SO01_FAC	"4064970"	"4064966"	Obecné modely	Modelový text	"1000mm Arial_REKLAMA"	OST	ZV		Ocelová kce. + kovové písmo
TERN_1201_DSP_D11_SO01_ASR	"5348815"	"5987265"	Schodiště	Monolitické schodiště	Betonové				
TERN_1201_DSP_D11_SO01_ASR	"5864979"	"5864981"	Truhlářské výrobky	Nádrž na kapaliny 640 l	Nádrž na kapaliny 640 l				
TERN_1201_DSP_D144_SO01_ESI	"7071902"	"7089895"	Požární poplachová zařízení	Nástěnný reproduktor 6W	WA 06-165/T-EN54	KABK	EPS		A/B-line wall speaker for Voice Alarm EN54
TERN_1201_DSP_D144_SO01_ESI	"7091969"	"7091968"	Osvětlovací tělesa	NP Piktogram (2019)	N1D	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7149527"	"7149526"	Osvětlovací tělesa	NP Piktogram (2019)	N2LP	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6323138"	"7091955"	Osvětlovací tělesa	NP Piktogram (2019)	N4D	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7091958"	"7091957"	Osvětlovací tělesa	NP Piktogram (2019)	N4LP	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7091989"	"7091988"	Osvětlovací tělesa	NP Piktogram (2019)	N5D	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7151090"	"7151081"	Osvětlovací tělesa	NP Piktogram (2019)	N8P	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7151960"	"7151953"	Osvětlovací tělesa	NP Piktogram (2019)	NVD	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7158277"	"7158268"	Osvětlovací tělesa	NP Piktogram (2019)	SCHLN	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7091985"	"7091984"	Osvětlovací tělesa	NP Piktogram (2019)	SCHPD	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7159355"	"7159346"	Osvětlovací tělesa	NP Piktogram (2019)	SCHPN	KABK	SIL		
TERN_1201_DSP_D11_SO01_FAC	"3543644"	"3545059"	Stěny	Obvodový plášť	BA_facade_LOP_NORTH_parter	LOP		"04"	
TERN_1201_DSP_D11_SO01_FAC	"3440124"	"3440914"	Stěny	Obvodový plášť	BA_facade_LOP_NORTH_structural	LOP		"04"	
TERN_1201_DSP_D11_SO01_FAC	"3490528"	"3491149"	Stěny	Obvodový plášť	BA_facade_LOP_NORTH_typical floor	LOP	SOUC		Lehký obvodový plášť
TERN_1201_DSP_D11_SO01_FAC	"3755190"	"3335413"	Stěny	Obvodový plášť	BA_facade_LOP_SOUTH_lobby	LOP	SOUC	"04"	
TERN_1201_DSP_D11_SO01_FAC	"3652477"	"3653689"	Stěny	Obvodový plášť	BA_facade_LOP_terrace	LOP		"02"	
TERN_1201_DSP_D11_SO01_FAC	"3030117"	"3100798"	Stěny	Obvodový plášť	BA_fasada GRC	LOP	SOUC	"01"	Lehký obvodový plášť
TERN_1201_DSP_D11_SO01_FAC	"334"	"3460846"	Panely obvodového pláště	Obvodový plášť	Curtain_Wall-Empty	LOP	SOUC		Lehký obvodový plášť
TERN_1201_DSP_D11_SO01_FAC	"29096"	"4189908"	Panely obvodového pláště	Obvodový plášť	Curtain_Wall-Exterior_Glazing				
TERN_1201_DSP_D11_SO01_ASR	"5537528"	"5536502"	Truhlářské výrobky	Oplechování atiky	ATIKA 435 mm	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5533421"	"5533642"	Truhlářské výrobky	Oplechování atiky	ATIKA 540 mm	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5732159"	"5732106"	Truhlářské výrobky	Oplechování atiky	ATIKA 565 mm	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5541583"	"5541493"	Truhlářské výrobky	Oplechování atiky	ATIKA 650 mm	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5538389"	"5538122"	Truhlářské výrobky	Oplechování atiky	ATIKA 675 mm	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5540839"	"5540609"	Truhlářské výrobky	Oplechování atiky	ATIKA 690 mm	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5666900"	"5665316"	Truhlářské výrobky	Oplechování_atiky__540_roh_vnitřní	Oplechování_atiky_roh_vnější	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5664114"	"5664258"	Truhlářské výrobky	Oplechování_atiky_540_roh_vnější	Oplechování_atiky_roh	TZKO	KV		
TERN_1201_DSP_D11_SO01_ASR	"5734626"	"5733619"	Truhlářské výrobky	Oplechování_atiky_565_roh_vnější	Oplechování_atiky_roh	TZKO	KV		Oplechování atiky
TERN_1201_DSP_D11_SO01_ASR	"5670531"	"5670537"	Truhlářské výrobky	Oplechování_atiky_675_roh_vnější	Oplechování_atiky_roh	TZKO	KV		Oplechování atiky
TERN_1201_DSP_D11_SO01_ASR	"5673585"	"5673787"	Truhlářské výrobky	Oplechování_atiky_690_roh_vnější	Oplechování_atiky_roh	TZKO	KV		Oplechování atiky
TERN_1201_DSP_D11_SO01_ASR	"4728702"	"4728704"	Parkování	Parkovací stání	Parkovací stání	NEVYKAZOVAT			
TERN_1201_DSP_D141_SO01_ZTI	"2391098"	"2902913"	Instalační zařizovací předměty	PF_UN_Pluvia contact sheet_Geberit	default	TRBK	SK	Přivětrávací ventil HL 810	Geberit Pluvia contact sheet
TERN_1201_DSP_D141_SO01_ZTI	"2391112"	"2637145"	Instalační zařizovací předměty	PF_UN_Pluvia roof outlet with contact sheet for gutters_Geberit	d56 12L/s	TRBK	SK	Vd	Geberit Pluvia roof outlet with contact sheet for gutters
TERN_1201_DSP_D141_SO01_ZTI	"2391114"	"2644998"	Instalační zařizovací předměty	PF_UN_Pluvia roof outlet with contact sheet_Geberit (56 - 90mm)	d56 12L/s	TRBK	SK	Vd	Geberit Pluvia roof outlet with contact sheet
TERN_1201_DSP_D141_SO01_ZTI	"2327287"	"2660341"	Instalační zařizovací předměty	Pisoár	Pisoár	TRBK	SK	Pi	Pisoár Duravit Starck 3 08272500001_0,75 l/hod
TERN_1201_DSP_D144_SO01_ESI	"7073614"	"7081198"	Požární poplachová zařízení	Podhledový reproduktor 6W	DL-E 06-130_T-EN54	KABK	EPS		
TERN_1201_DSP_D11_SO01_ASR	"5459085"	"5459083"	Podlahy	Podlaha	"1_ŽB_150"	PDI	ZB		Železobetonová konstrukce 150 mm
TERN_1201_DSP_D11_SO01_ASR	"5800733"	"5687384"	Podlahy	Podlaha	"1_ŽB_200"	PDI	ZB		Železobetonová konstrukce 150 mm
TERN_1201_DSP_D11_SO01_ASR	"3960909"	"4251221"	Podlahy	Podlaha	"2_KER_150"	PDI	SKLADBA		Podlahová skladba - povrchová úprava keramická dlažba, celk. tl. 150 mm
TERN_1201_DSP_D11_SO01_ASR	"3960829"	"4295052"	Podlahy	Podlaha	"2_LAM_150"	PDI	SKLADBA		Podlahová skladba - povrchová úprava laminát, celk. tl. 150 mm
TERN_1201_DSP_D11_SO01_ASR	"5655834"	"4296912"	Podlahy	Podlaha	"2_LAM_270"	PDI	SKLADBA		Podlahová skladba - povrchová úprava laminát, celk. tl. 270 mm
TERN_1201_DSP_D11_SO01_ASR	"5612599"	"4299541"	Podlahy	Podlaha	"2_STĚRKA_150"	PDI	SKLADBA		Podlahová skladba - povrchová úprava epoxidová stěrka, celk. tl. 150 mm
TERN_1201_DSP_D11_SO01_ASR	"5524988"	"5524987"	Podlahy	Podlaha	"3_EPS_100"	PDE	SKLADBA		
TERN_1201_DSP_D12_SO01_SKR	"4468684"	"4783412"	Podlahy	Podlaha	K_de_zb_1200_zd_vs	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4828647"	"4478329"	Podlahy	Podlaha	K_de_zb_1500_zd_vs	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4829289"	"4631088"	Podlahy	Podlaha	K_de_zb_1750_zd_vs	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4428893"	"4230515"	Podlahy	Podlaha	K_de_zb_200_np	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4468452"	"4242589"	Podlahy	Podlaha	K_de_zb_200_pp	HL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4545222"	"4545214"	Podlahy	Podlaha	K_de_zb_2150_zd_vs	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4461385"	"4075080"	Podlahy	Podlaha	K_de_zb_220_pp	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4611868"	"4069771"	Podlahy	Podlaha	K_de_zb_240_np	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4460306"	"4061023"	Podlahy	Podlaha	K_de_zb_240_pp	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4615044"	"4614223"	Podlahy	Podlaha	K_de_zb_280_np	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4620044"	"4368358"	Podlahy	Podlaha	K_de_zb_300_np	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4615467"	"4174575"	Podlahy	Podlaha	K_de_zb_300_pp	R	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4461335"	"4069132"	Podlahy	Podlaha	K_de_zb_300_pp_vs	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4384221"	"4283566"	Podlahy	Podlaha	K_de_zb_300_zd_vs	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4468350"	"4464881"	Podlahy	Podlaha	K_de_zb_420_pp	HL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4629656"	"4368076"	Podlahy	Podlaha	K_de_zb_440_np	STD	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4629489"	"4459891"	Podlahy	Podlaha	K_de_zb_440_pp	HL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4629581"	"4470225"	Podlahy	Podlaha	K_de_zb_440_pp vs	HL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4468266"	"4472507"	Podlahy	Podlaha	K_de_zb_500_pp	HL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4387281"	"4082114"	Podlahy	Podlaha	K_de_zb_550_zd_vs	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4468572"	"4469888"	Podlahy	Podlaha	K_de_zb_700_zd_vs	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4611393"	"4611594"	Podlahy	Podlaha	K_t_zb_1000_vs	TR	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4556887"	"4557013"	Podlahy	Podlaha	K_t_zb_1110_vs	TR	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4786808"	"4786782"	Podlahy	Podlaha	K_t_zb_300_vs	TR	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4555929"	"4556783"	Podlahy	Podlaha	K_t_zb_400_vs	TR	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4733662"	"4476018"	Podlahy	Podlaha	K_tr_zb_650_pp	TR	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4629838"	"4474951"	Podlahy	Podlaha	K_tr_zb_800_pp	TR	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4487561"	"4487553"	Podlahy	Podlaha	K_tr_zb_900_np	TR	ZB		
TERN_1201_DSP_D11_SO01_ASR	"5527561"	"4878372"	Podlahy	Podlaha	pochozí úroveň	PDE	SKLADBA		Pochozí venkovní vrstva - nespecifikována
TERN_1201_DSP_D11_SO01_ASR	"5541950"	"5849496"	Podlahy	Podlaha	Prkenná terasa	PDE	SKLADBA		Venkovní prkenná terasa
TERN_1201_DSP_D11_SO01_ASR	"4869289"	"4870631"	Podlahy	Podlaha	Střecha_spádová vrstva	PDE	SKLADBA		Spádová venkovní vrstva - Beton, HI, XPS
TERN_1201_DSP_D11_SO01_ASR	"5979482"	"5979444"	Podlahy	Podlaha	Terasa_1NP_odvodnění	PDE	SKLADBA		Spádová venkovní vrstva - Beton, HI, XPS
TERN_1201_DSP_D144_SO01_ESI	"7169143"	"7169120"	Elektrická tělesa	Podlahový box (2019)	C-Podlahový box 8x230V	KABK	SIL		
TERN_1201_DSP_D12_SO01_SKR	"4784100"	"4784102"	Podlahy	Podlahy 1	Podlahy 1	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4757682"	"4757684"	Podlahy	Podlahy 10	Podlahy 10				
TERN_1201_DSP_D12_SO01_SKR	"4757986"	"4757988"	Podlahy	Podlahy 11	Podlahy 11				
TERN_1201_DSP_D12_SO01_SKR	"4759021"	"4759023"	Podlahy	Podlahy 12	Podlahy 12				
TERN_1201_DSP_D12_SO01_SKR	"4784135"	"4784137"	Podlahy	Podlahy 2	Podlahy 2	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4783407"	"4783409"	Podlahy	Podlahy 3	Podlahy 1	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4469946"	"4469948"	Podlahy	Podlahy 4	Podlahy 2	ZAKL	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4616370"	"4616372"	Podlahy	Podlahy 5	Podlahy 5	R	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4618356"	"4618358"	Podlahy	Podlahy 6	Podlahy 6				
TERN_1201_DSP_D12_SO01_SKR	"4618711"	"4618713"	Podlahy	Podlahy 7	Podlahy 7	R	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4717512"	"4717514"	Podlahy	Podlahy 8	Podlahy 8	R	ZB		
TERN_1201_DSP_D12_SO01_SKR	"4717940"	"4717942"	Podlahy	Podlahy 9	Podlahy 9				
TERN_1201_DSP_D144_SO01_ESI	"6180633"	"7003795"	Osvětlení	Pohybové čidlo (2019)	Čidlo 360	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7009393"	"7012181"	Zařízení na přivolání ošetřovatelky	PP_Svítidlo	PP_svítidlo	KABK	ESL		
TERN_1201_DSP_D144_SO01_ESI	"7010697"	"7012145"	Zařízení na přivolání ošetřovatelky	PP_Tahové volací tlačítko	Tahové tlačítko	KABK	ESL		
TERN_1201_DSP_D144_SO01_ESI	"7012007"	"7012089"	Zařízení na přivolání ošetřovatelky	PP_Tlačítko potvrzovací	Tlačítko potvrzovací	KABK	ESL		
TERN_1201_DSP_D11_SO01_ASR	"5010661"	"4555020"	Schodiště	Prefabrikované schodiště	Nášlapná vrstva - stěrka 1mm	VPO	SCH		
TERN_1201_DSP_D144_SO01_ESI	"6989042"	"6993054"	Zabezpečovací zařízení	PZTS_magnetický kontakt	Magnetický kontakt-závrtný	KABK	ESL		Magnetický kontakt-závrtný
TERN_1201_DSP_D144_SO01_ESI	"6991362"	"7003921"	Zabezpečovací zařízení	PZTS_stropní pohybový detektor	PZTS_stropní pohybový detektor	KABK	ESL		Detektor
TERN_1201_DSP_D11_SO01_FAC	"8486"	"3335423"	Příčle obvodového pláště	Rectangular Mullion	"50x150mm"	LOP	SOUC		Hliníkový profil
TERN_1201_DSP_D11_SO01_FAC	"3545304"	"3545068"	Příčle obvodového pláště	Rectangular Mullion	"50x250mm_parter"	LOP	SOUC		Hliníkový profil
TERN_1201_DSP_D11_SO01_FAC	"3495645"	"3491236"	Příčle obvodového pláště	Rectangular Mullion	"50x350mm"	LOP	SOUC		Hliníkový profil + prodloužená přítlačná lišta
TERN_1201_DSP_D11_SO01_FAC	"471182"	"3440933"	Příčle obvodového pláště	Rectangular Mullion	BA_50x200mm	LOP	SOUC		Hliníkový profil
TERN_1201_DSP_D11_SO01_FAC	"3499624"	"3492734"	Příčle obvodového pláště	Rectangular Mullion	BA_50x75mm_structural	LOP	SOUC		Hliníkový profil - bez přítlačné lišty
TERN_1201_DSP_D144_SO01_ESI	"7076656"	"7082225"	Požární poplachová zařízení	Reproduktor přisazený (2020)	Reproduktor přisazený (2020)	KABK	EPS		
TERN_1201_DSP_D144_SO01_ESI	"7078019"	"7082510"	Požární poplachová zařízení	Reproduktor zvukový projektor 20W	Zvukový projektor 20W	KABK	EPS		
TERN_1201_DSP_D147_SO01_SHZ	"1713074"	"1713256"	Elektrické vybavení	Rozvadec elektro	Rozvadec elektro				
TERN_1201_DSP_D144_SO01_ESI	"5543181"	"6896430"	Elektrické vybavení	Rozvaděč_SIL	Rozvaděč  1000x2060x400	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6904812"	"6904925"	Elektrické vybavení	Rozvaděč_SIL	Rozvaděč  1000x2060x600	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6941845"	"6948741"	Elektrické vybavení	Rozvaděč_SIL	Rozvaděč  600x1200x250	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6941346"	"6892537"	Elektrické vybavení	Rozvaděč_SIL	Rozvaděč  800x2060x250	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6892323"	"6911313"	Elektrické vybavení	Rozvaděč_SIL	Rozvaděč  800x2060x400	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6904820"	"6905369"	Elektrické vybavení	Rozvaděč_SIL	Rozvaděč  800x2060x600	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6000727"	"7160010"	Elektrické vybavení	Rozvaděč_SIL	Rozvaděč přisazený 704x1055x155 (120M)	KABZ	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6948595"	"6948598"	Elektrické vybavení	Rozvaděč_SIL	Slučovací pole spinner  650x250x250	KABZ	ESL		
TERN_1201_DSP_D143_SO01_VZT	"1495286"	"1495354"	Elektrické vybavení	Servopohon	Servopohon				Servopohon
TERN_1201_DSP_D144_SO01_ESI	"6946733"	"6946852"	Elektrické vybavení	SK_datový rozvaděč	"21U - 1025x600x600"	KABZ	ESL		
TERN_1201_DSP_D144_SO01_ESI	"6948451"	"6948199"	Elektrické vybavení	SK_datový rozvaděč	"42U - 1978x600x600"	KABZ	ESL		
TERN_1201_DSP_D11_SO01_FAC	"1607240"	"3926209"	Střechy	Skloněné zasklení	GlazedRoof_AtrumCB	VOE	D		Karuselové dveře
TERN_1201_DSP_D144_SO01_ESI	"6906035"	"6906223"	Elektrické vybavení	Skříně_SIL (2020)	CBS 1300x2128x419	KABZ	SIL		
TERN_1201_DSP_D11_SO01_ASR	"5766113"	"5766056"	Elektrické vybavení	Skříně_SIL (2020)	DA 400kVA	GRAF			
TERN_1201_DSP_D11_SO01_ASR	"5766209"	"5766055"	Elektrické vybavení	Skříně_SIL (2020)	DA 550kVA	GRAF			
TERN_1201_DSP_D144_SO01_ESI	"672342"	"7003752"	Osvětlení	Spinace	č.1	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"7199591"	"7199671"	Osvětlení	Spínače (2020)	č.5_IP				
TERN_1201_DSP_D144_SO01_ESI	"7199581"	"7203380"	Osvětlení	Spínače (2020)	č.6				
TERN_1201_DSP_D144_SO01_ESI	"7199595"	"7199765"	Osvětlení	Spínače (2020)	č.6+6_IP				
TERN_1201_DSP_D144_SO01_ESI	"6184021"	"7002712"	Osvětlení	Spínače nástěnné (2019)	č.1	KABK	SIL		
TERN_1201_DSP_D144_SO01_ESI	"6184027"	"7174578"	Osvětlení	Spínače nástěnné (2019)	č.1/0	KABK	ESL		
TERN_1201_DSP_D144_SO01_ESI	"6184023"	"7202371"	Osvětlení	Spínače nástěnné (2019)	č.6				
TERN_1201_DSP_D144_SO01_ESI	"6184025"	"7202162"	Osvětlení	Spínače nástěnné (2019)	č.7				
TERN_1201_DSP_D141_SO01_ZTI	"1652720"	"2292075"	Instalační zařizovací předměty	Sprcha	sprcha, v. odpadu 0	TRBK	SK	S	Sprcha
TERN_1201_DSP_D11_SO01_ASR	"4235426"	"4235428"	Instalační zařizovací předměty	Sprchový kout	Sprchová vanička 900x900	NEVYKAZOVAT			
TERN_1201_DSP_D147_SO01_SHZ	"866459"	"1365546"	Rozstřikovače	Sprinkler stojící	REI45_Sprinkler_Stojici_1_2 68C K80	TRBK	PV		Standard Response Upright Sprinkler
TERN_1201_DSP_D147_SO01_SHZ	"868229"	"1174780"	Rozstřikovače	Sprinkler visící	REI45_Sprinkler_Visici_1_2 68C K80	TRBK	PV		Standard Response Upright Sprinkler
